Census Profile - Dissemination Areas (DAs),,,,,,,,,,,,
10010172,Newfoundland and Labrador,0172,Age characteristics,      18 years,,5,,0,,5,
10010172,Newfoundland and Labrador,0172,Age characteristics,      19 years,,0,,0,,5,
10010172,Newfoundland and Labrador,0172,Age characteristics,   20 to 24 years,,20,,10,,10,
10010172,Newfoundland and Labrador,0172,Age characteristics,   25 to 29 years,,10,,10,,5,
10010172,Newfoundland and Labrador,0172,Age characteristics,   30 to 34 years,,25,,10,,10,
10010172,Newfoundland and Labrador,0172,Age characteristics,   35 to 39 years,,10,,5,,5,
10010172,Newfoundland and Labrador,0172,Age characteristics,   40 to 44 years,,10,,5,,10,
10010172,Newfoundland and Labrador,0172,Age characteristics,   45 to 49 years,,20,,10,,10,
10010172,Newfoundland and Labrador,0172,Age characteristics,   50 to 54 years,,20,,10,,5,
10010172,Newfoundland and Labrador,0172,Age characteristics,   55 to 59 years,,25,,10,,15,
10010172,Newfoundland and Labrador,0172,Age characteristics,   60 to 64 years,,15,,10,,5,
10010172,Newfoundland and Labrador,0172,Age characteristics,   65 to 69 years,,5,,5,,5,
10010172,Newfoundland and Labrador,0172,Age characteristics,   70 to 74 years,,10,,5,,5,
10010172,Newfoundland and Labrador,0172,Age characteristics,   75 to 79 years,,5,,0,,5,
10010172,Newfoundland and Labrador,0172,Age characteristics,   80 to 84 years,,0,,0,,5,
10010172,Newfoundland and Labrador,0172,Age characteristics,   85 years and over,,0,,0,,0,
10010172,Newfoundland and Labrador,0172,Age characteristics,Median age of the population,5,37.5,,36,,37.8,
10010172,Newfoundland and Labrador,0172,Age characteristics,% of the population aged 15 and over,,79.2,,83.1,,78.7,
10010173,Newfoundland and Labrador,0173,Population and dwelling counts,Population in 2011,1,988,,,...,,...
10010173,Newfoundland and Labrador,0173,Population and dwelling counts,Population in 2006,1,,...,,...,,...
10010173,Newfoundland and Labrador,0173,Population and dwelling counts,2006 to 2011 population change (%),,,...,,...,,...
10010173,Newfoundland and Labrador,0173,Population and dwelling counts,Total private dwellings,2,401,,,...,,...
10010173,Newfoundland and Labrador,0173,Population and dwelling counts,Private dwellings occupied by usual residents,3,379,,,...,,...
10010173,Newfoundland and Labrador,0173,Population and dwelling counts,Population density per square kilometre,,,...,,...,,...
10010173,Newfoundland and Labrador,0173,Population and dwelling counts,Land area (square km),,0.32,,,...,,...
10010173,Newfoundland and Labrador,0173,Age characteristics,Total population by age groups,4,990,,470,,520,
10010173,Newfoundland and Labrador,0173,Age characteristics,   0 to 4 years,,45,,25,,20,
10010173,Newfoundland and Labrador,0173,Age characteristics,   5 to 9 years,,40,,20,,15,
10010173,Newfoundland and Labrador,0173,Age characteristics,   10 to 14 years,,70,,30,,40,
10010173,Newfoundland and Labrador,0173,Age characteristics,   15 to 19 years,,95,,55,,40,
10010173,Newfoundland and Labrador,0173,Age characteristics,      15 years,,20,,10,,10,
10010173,Newfoundland and Labrador,0173,Age characteristics,      16 years,,20,,15,,5,
10010173,Newfoundland and Labrador,0173,Age characteristics,      17 years,,20,,15,,5,
10010173,Newfoundland and Labrador,0173,Age characteristics,      18 years,,15,,5,,5,
10010173,Newfoundland and Labrador,0173,Age characteristics,      19 years,,30,,15,,15,
10010173,Newfoundland and Labrador,0173,Age characteristics,   20 to 24 years,,105,,40,,65,
10010173,Newfoundland and Labrador,0173,Age characteristics,   25 to 29 years,,85,,40,,45,
10010173,Newfoundland and Labrador,0173,Age characteristics,   30 to 34 years,,65,,30,,35,
10010173,Newfoundland and Labrador,0173,Age characteristics,   35 to 39 years,,60,,25,,35,
10010173,Newfoundland and Labrador,0173,Age characteristics,   40 to 44 years,,60,,20,,35,
10010173,Newfoundland and Labrador,0173,Age characteristics,   45 to 49 years,,110,,50,,55,
10010173,Newfoundland and Labrador,0173,Age characteristics,   50 to 54 years,,100,,45,,50,
10010173,Newfoundland and Labrador,0173,Age characteristics,   55 to 59 years,,60,,35,,25,
10010173,Newfoundland and Labrador,0173,Age characteristics,   60 to 64 years,,30,,15,,15,
10010173,Newfoundland and Labrador,0173,Age characteristics,   65 to 69 years,,20,,10,,5,
10010173,Newfoundland and Labrador,0173,Age characteristics,   70 to 74 years,,15,,5,,5,
10010173,Newfoundland and Labrador,0173,Age characteristics,   75 to 79 years,,15,,0,,10,
10010173,Newfoundland and Labrador,0173,Age characteristics,   80 to 84 years,,15,,5,,10,
10010173,Newfoundland and Labrador,0173,Age characteristics,   85 years and over,,5,,0,,5,
10010173,Newfoundland and Labrador,0173,Age characteristics,Median age of the population,5,33.8,,33.2,,34.4,
10010173,Newfoundland and Labrador,0173,Age characteristics,% of the population aged 15 and over,,84.8,,85.1,,85.4,
10010174,Newfoundland and Labrador,0174,Population and dwelling counts,Population in 2011,1,958,,,...,,...
10010174,Newfoundland and Labrador,0174,Population and dwelling counts,Population in 2006,1,,...,,...,,...
10010174,Newfoundland and Labrador,0174,Population and dwelling counts,2006 to 2011 population change (%),,,...,,...,,...
10010174,Newfoundland and Labrador,0174,Population and dwelling counts,Total private dwellings,2,385,,,...,,...
10010174,Newfoundland and Labrador,0174,Population and dwelling counts,Private dwellings occupied by usual residents,3,372,,,...,,...
10010174,Newfoundland and Labrador,0174,Population and dwelling counts,Population density per square kilometre,,,...,,...,,...
10010174,Newfoundland and Labrador,0174,Population and dwelling counts,Land area (square km),,0.19,,,...,,...
10010174,Newfoundland and Labrador,0174,Age characteristics,Total population by age groups,4,960,,455,,505,
10010174,Newfoundland and Labrador,0174,Age characteristics,   0 to 4 years,,20,,10,,10,
10010174,Newfoundland and Labrador,0174,Age characteristics,   5 to 9 years,,30,,10,,20,
10010174,Newfoundland and Labrador,0174,Age characteristics,   10 to 14 years,,50,,30,,20,
10010174,Newfoundland and Labrador,0174,Age characteristics,   15 to 19 years,,90,,40,,55,
10010174,Newfoundland and Labrador,0174,Age characteristics,      15 years,,20,,5,,15,
10010174,Newfoundland and Labrador,0174,Age characteristics,      16 years,,15,,5,,10,
10010174,Newfoundland and Labrador,0174,Age characteristics,      17 years,,25,,10,,15,
10010174,Newfoundland and Labrador,0174,Age characteristics,      18 years,,15,,5,,10,
10010174,Newfoundland and Labrador,0174,Age characteristics,      19 years,,25,,10,,15,
10010174,Newfoundland and Labrador,0174,Age characteristics,   20 to 24 years,,100,,55,,50,
10010174,Newfoundland and Labrador,0174,Age characteristics,   25 to 29 years,,60,,30,,30,
10010174,Newfoundland and Labrador,0174,Age characteristics,   30 to 34 years,,45,,25,,20,
10010174,Newfoundland and Labrador,0174,Age characteristics,   35 to 39 years,,35,,15,,25,
10010174,Newfoundland and Labrador,0174,Age characteristics,   40 to 44 years,,50,,25,,25,
10010174,Newfoundland and Labrador,0174,Age characteristics,   45 to 49 years,,100,,40,,55,
10010174,Newfoundland and Labrador,0174,Age characteristics,   50 to 54 years,,110,,45,,60,
10010174,Newfoundland and Labrador,0174,Age characteristics,   55 to 59 years,,95,,50,,45,
10010174,Newfoundland and Labrador,0174,Age characteristics,   60 to 64 years,,70,,35,,35,
10010174,Newfoundland and Labrador,0174,Age characteristics,   65 to 69 years,,35,,10,,20,
10010174,Newfoundland and Labrador,0174,Age characteristics,   70 to 74 years,,20,,10,,5,
10010174,Newfoundland and Labrador,0174,Age characteristics,   75 to 79 years,,20,,10,,15,
10010174,Newfoundland and Labrador,0174,Age characteristics,   80 to 84 years,,20,,5,,10,
10010174,Newfoundland and Labrador,0174,Age characteristics,   85 years and over,,10,,5,,5,
10010174,Newfoundland and Labrador,0174,Age characteristics,Median age of the population,5,44.5,,43.9,,45.1,
10010174,Newfoundland and Labrador,0174,Age characteristics,% of the population aged 15 and over,,89.2,,90,,90.3,
10010175,Newfoundland and Labrador,0175,Population and dwelling counts,Population in 2011,1,1023,,,...,,...
10010175,Newfoundland and Labrador,0175,Population and dwelling counts,Population in 2006,1,,...,,...,,...
10010175,Newfoundland and Labrador,0175,Population and dwelling counts,2006 to 2011 population change (%),,,...,,...,,...
10010175,Newfoundland and Labrador,0175,Population and dwelling counts,Total private dwellings,2,433,,,...,,...
10010175,Newfoundland and Labrador,0175,Population and dwelling counts,Private dwellings occupied by usual residents,3,407,,,...,,...
10010175,Newfoundland and Labrador,0175,Population and dwelling counts,Population density per square kilometre,,,...,,...,,...
10010175,Newfoundland and Labrador,0175,Population and dwelling counts,Land area (square km),,0.25,,,...,,...
10010175,Newfoundland and Labrador,0175,Age characteristics,Total population by age groups,4,1025,,485,,540,
10010175,Newfoundland and Labrador,0175,Age characteristics,   0 to 4 years,,55,,30,,25,
10010175,Newfoundland and Labrador,0175,Age characteristics,   5 to 9 years,,70,,35,,40,
10010175,Newfoundland and Labrador,0175,Age characteristics,   10 to 14 years,,65,,30,,30,
10010175,Newfoundland and Labrador,0175,Age characteristics,   15 to 19 years,,75,,40,,40,
10010175,Newfoundland and Labrador,0175,Age characteristics,      15 years,,15,,10,,10,
10010175,Newfoundland and Labrador,0175,Age characteristics,      16 years,,5,,5,,5,
10010175,Newfoundland and Labrador,0175,Age characteristics,      17 years,,15,,5,,10,
10010175,Newfoundland and Labrador,0175,Age characteristics,      18 years,,25,,10,,10,
10010175,Newfoundland and Labrador,0175,Age characteristics,      19 years,,10,,10,,5,
10010175,Newfoundland and Labrador,0175,Age characteristics,   20 to 24 years,,95,,50,,50,
10010175,Newfoundland and Labrador,0175,Age characteristics,   25 to 29 years,,95,,45,,50,
10010175,Newfoundland and Labrador,0175,Age characteristics,   30 to 34 years,,75,,30,,45,
10010175,Newfoundland and Labrador,0175,Age characteristics,   35 to 39 years,,55,,25,,30,
10010175,Newfoundland and Labrador,0175,Age characteristics,   40 to 44 years,,70,,30,,40,
10010175,Newfoundland and Labrador,0175,Age characteristics,   45 to 49 years,,85,,40,,45,
10010175,Newfoundland and Labrador,0175,Age characteristics,   50 to 54 years,,95,,45,,50,
10010175,Newfoundland and Labrador,0175,Age characteristics,   55 to 59 years,,60,,30,,30,
10010175,Newfoundland and Labrador,0175,Age characteristics,   60 to 64 years,,40,,20,,20,
10010175,Newfoundland and Labrador,0175,Age characteristics,   65 to 69 years,,35,,20,,25,
10010175,Newfoundland and Labrador,0175,Age characteristics,   70 to 74 years,,25,,10,,15,
10010175,Newfoundland and Labrador,0175,Age characteristics,   75 to 79 years,,10,,5,,5,
10010175,Newfoundland and Labrador,0175,Age characteristics,   80 to 84 years,,0,,5,,0,
10010175,Newfoundland and Labrador,0175,Age characteristics,   85 years and over,,5,,0,,5,
10010175,Newfoundland and Labrador,0175,Age characteristics,Median age of the population,5,33.2,,32.1,,33.9,
10010175,Newfoundland and Labrador,0175,Age characteristics,% of the population aged 15 and over,,81.1,,79.8,,81.6,
10010176,Newfoundland and Labrador,0176,Population and dwelling counts,Population in 2011,1,456,,,...,,...
10010176,Newfoundland and Labrador,0176,Population and dwelling counts,Population in 2006,1,,...,,...,,...
10010176,Newfoundland and Labrador,0176,Population and dwelling counts,2006 to 2011 population change (%),,,...,,...,,...
10010176,Newfoundland and Labrador,0176,Population and dwelling counts,Total private dwellings,2,219,,,...,,...
10010176,Newfoundland and Labrador,0176,Population and dwelling counts,Private dwellings occupied by usual residents,3,213,,,...,,...
10010176,Newfoundland and Labrador,0176,Population and dwelling counts,Population density per square kilometre,,,...,,...,,...
10010176,Newfoundland and Labrador,0176,Population and dwelling counts,Land area (square km),,0.24,,,...,,...
10010176,Newfoundland and Labrador,0176,Age characteristics,Total population by age groups,4,460,,200,,260,
10010176,Newfoundland and Labrador,0176,Age characteristics,   0 to 4 years,,20,,10,,10,
10010176,Newfoundland and Labrador,0176,Age characteristics,   5 to 9 years,,20,,10,,10,
10010176,Newfoundland and Labrador,0176,Age characteristics,   10 to 14 years,,25,,10,,15,
10010176,Newfoundland and Labrador,0176,Age characteristics,   15 to 19 years,,25,,10,,15,
10010176,Newfoundland and Labrador,0176,Age characteristics,      15 years,,5,,0,,5,
10010176,Newfoundland and Labrador,0176,Age characteristics,      16 years,,10,,0,,5,
10010176,Newfoundland and Labrador,0176,Age characteristics,      17 years,,5,,0,,5,
10010176,Newfoundland and Labrador,0176,Age characteristics,      18 years,,10,,5,,5,
10010176,Newfoundland and Labrador,0176,Age characteristics,      19 years,,5,,5,,0,
10010176,Newfoundland and Labrador,0176,Age characteristics,   20 to 24 years,,35,,10,,25,
10010176,Newfoundland and Labrador,0176,Age characteristics,   25 to 29 years,,45,,25,,25,
10010176,Newfoundland and Labrador,0176,Age characteristics,   30 to 34 years,,40,,20,,20,
10010176,Newfoundland and Labrador,0176,Age characteristics,   35 to 39 years,,25,,10,,15,
10010176,Newfoundland and Labrador,0176,Age characteristics,   40 to 44 years,,30,,10,,15,
10010176,Newfoundland and Labrador,0176,Age characteristics,   45 to 49 years,,50,,20,,30,
10010176,Newfoundland and Labrador,0176,Age characteristics,   50 to 54 years,,35,,10,,25,
10010176,Newfoundland and Labrador,0176,Age characteristics,   55 to 59 years,,35,,15,,20,
10010176,Newfoundland and Labrador,0176,Age characteristics,   60 to 64 years,,30,,15,,15,
10010176,Newfoundland and Labrador,0176,Age characteristics,   65 to 69 years,,15,,5,,10,
10010176,Newfoundland and Labrador,0176,Age characteristics,   70 to 74 years,,15,,5,,10,
10010176,Newfoundland and Labrador,0176,Age characteristics,   75 to 79 years,,5,,5,,5,
10010176,Newfoundland and Labrador,0176,Age characteristics,   80 to 84 years,,5,,0,,0,
10010176,Newfoundland and Labrador,0176,Age characteristics,   85 years and over,,0,,0,,0,
10010176,Newfoundland and Labrador,0176,Age characteristics,Median age of the population,5,38,,35.5,,40.5,
10010176,Newfoundland and Labrador,0176,Age characteristics,% of the population aged 15 and over,,87.1,,86.5,,90.9,
10010180,Newfoundland and Labrador,0180,Population and dwelling counts,Population in 2011,1,620,,,...,,...
10010180,Newfoundland and Labrador,0180,Population and dwelling counts,Population in 2006,1,,...,,...,,...
10010180,Newfoundland and Labrador,0180,Population and dwelling counts,2006 to 2011 population change (%),,,...,,...,,...
10010180,Newfoundland and Labrador,0180,Population and dwelling counts,Total private dwellings,2,256,,,...,,...
10010180,Newfoundland and Labrador,0180,Population and dwelling counts,Private dwellings occupied by usual residents,3,239,,,...,,...
10010180,Newfoundland and Labrador,0180,Population and dwelling counts,Population density per square kilometre,,,...,,...,,...
10010180,Newfoundland and Labrador,0180,Population and dwelling counts,Land area (square km),,1.8,,,...,,...
10010180,Newfoundland and Labrador,0180,Age characteristics,Total population by age groups,4,620,,305,,315,
10010180,Newfoundland and Labrador,0180,Age characteristics,   0 to 4 years,,15,,10,,10,
10010180,Newfoundland and Labrador,0180,Age characteristics,   5 to 9 years,,25,,10,,15,
10010180,Newfoundland and Labrador,0180,Age characteristics,   10 to 14 years,,40,,20,,15,
10010180,Newfoundland and Labrador,0180,Age characteristics,   15 to 19 years,,40,,25,,20,
10010180,Newfoundland and Labrador,0180,Age characteristics,      15 years,,5,,5,,0,
10010180,Newfoundland and Labrador,0180,Age characteristics,      16 years,,10,,5,,10,
10010180,Newfoundland and Labrador,0180,Age characteristics,      17 years,,5,,5,,0,
10010180,Newfoundland and Labrador,0180,Age characteristics,      18 years,,15,,5,,10,
10010180,Newfoundland and Labrador,0180,Age characteristics,      19 years,,0,,0,,0,
10010180,Newfoundland and Labrador,0180,Age characteristics,   20 to 24 years,,30,,15,,15,
10010180,Newfoundland and Labrador,0180,Age characteristics,   25 to 29 years,,25,,15,,10,
10010180,Newfoundland and Labrador,0180,Age characteristics,   30 to 34 years,,30,,15,,15,
10010180,Newfoundland and Labrador,0180,Age characteristics,   35 to 39 years,,35,,20,,15,
10010180,Newfoundland and Labrador,0180,Age characteristics,   40 to 44 years,,35,,15,,20,
10010180,Newfoundland and Labrador,0180,Age characteristics,   45 to 49 years,,60,,30,,35,
10010180,Newfoundland and Labrador,0180,Age characteristics,   50 to 54 years,,50,,25,,15,
10010180,Newfoundland and Labrador,0180,Age characteristics,   55 to 59 years,,65,,25,,40,
10010180,Newfoundland and Labrador,0180,Age characteristics,   60 to 64 years,,65,,30,,30,
10010180,Newfoundland and Labrador,0180,Age characteristics,   65 to 69 years,,35,,15,,20,
10010180,Newfoundland and Labrador,0180,Age characteristics,   70 to 74 years,,20,,10,,10,
10010180,Newfoundland and Labrador,0180,Age characteristics,   75 to 79 years,,20,,10,,15,
10010180,Newfoundland and Labrador,0180,Age characteristics,   80 to 84 years,,10,,5,,5,
10010180,Newfoundland and Labrador,0180,Age characteristics,   85 years and over,,10,,5,,5,
10010180,Newfoundland and Labrador,0180,Age characteristics,Median age of the population,5,46.8,,45.8,,47.2,
10010180,Newfoundland and Labrador,0180,Age characteristics,% of the population aged 15 and over,,86.6,,87.2,,86,
10010181,Newfoundland and Labrador,0181,Population and dwelling counts,Population in 2011,1,390,,,...,,...
10010181,Newfoundland and Labrador,0181,Population and dwelling counts,Population in 2006,1,,...,,...,,...
10010181,Newfoundland and Labrador,0181,Population and dwelling counts,2006 to 2011 population change (%),,,...,,...,,...
10010181,Newfoundland and Labrador,0181,Population and dwelling counts,Total private dwellings,2,201,,,...,,...
10010181,Newfoundland and Labrador,0181,Population and dwelling counts,Private dwellings occupied by usual residents,3,182,,,...,,...
10010181,Newfoundland and Labrador,0181,Population and dwelling counts,Population density per square kilometre,,,...,,...,,...
10010181,Newfoundland and Labrador,0181,Population and dwelling counts,Land area (square km),,0.2,,,...,,...
10010181,Newfoundland and Labrador,0181,Age characteristics,Total population by age groups,4,390,,180,,215,
10010181,Newfoundland and Labrador,0181,Age characteristics,   0 to 4 years,,10,,5,,10,
10010181,Newfoundland and Labrador,0181,Age characteristics,   5 to 9 years,,10,,5,,0,
10010181,Newfoundland and Labrador,0181,Age characteristics,   10 to 14 years,,25,,15,,10,
10010181,Newfoundland and Labrador,0181,Age characteristics,   15 to 19 years,,15,,10,,5,
10010181,Newfoundland and Labrador,0181,Age characteristics,      15 years,,5,,0,,0,
10010181,Newfoundland and Labrador,0181,Age characteristics,      16 years,,5,,5,,0,
10010181,Newfoundland and Labrador,0181,Age characteristics,      17 years,,5,,0,,0,
10010181,Newfoundland and Labrador,0181,Age characteristics,      18 years,,5,,5,,5,
10010181,Newfoundland and Labrador,0181,Age characteristics,      19 years,,5,,5,,5,
10010181,Newfoundland and Labrador,0181,Age characteristics,   20 to 24 years,,25,,10,,15,
10010181,Newfoundland and Labrador,0181,Age characteristics,   25 to 29 years,,15,,10,,10,
10010181,Newfoundland and Labrador,0181,Age characteristics,   30 to 34 years,,15,,5,,10,
10010181,Newfoundland and Labrador,0181,Age characteristics,   35 to 39 years,,20,,10,,10,
10010181,Newfoundland and Labrador,0181,Age characteristics,   40 to 44 years,,20,,15,,10,
10010181,Newfoundland and Labrador,0181,Age characteristics,   45 to 49 years,,25,,10,,15,
10010181,Newfoundland and Labrador,0181,Age characteristics,   50 to 54 years,,20,,10,,15,
10010181,Newfoundland and Labrador,0181,Age characteristics,   55 to 59 years,,35,,15,,20,
10010181,Newfoundland and Labrador,0181,Age characteristics,   60 to 64 years,,50,,25,,25,
10010181,Newfoundland and Labrador,0181,Age characteristics,   65 to 69 years,,40,,20,,20,
10010181,Newfoundland and Labrador,0181,Age characteristics,   70 to 74 years,,25,,10,,10,
10010181,Newfoundland and Labrador,0181,Age characteristics,   75 to 79 years,,15,,5,,5,
10010181,Newfoundland and Labrador,0181,Age characteristics,   80 to 84 years,,10,,5,,5,
10010181,Newfoundland and Labrador,0181,Age characteristics,   85 years and over,,5,,0,,5,
10010181,Newfoundland and Labrador,0181,Age characteristics,Median age of the population,5,51,,47.3,,53.8,
10010181,Newfoundland and Labrador,0181,Age characteristics,% of the population aged 15 and over,,88.5,,87.1,,89.6,
10010182,Newfoundland and Labrador,0182,Population and dwelling counts,Population in 2011,1,401,,,...,,...
10010182,Newfoundland and Labrador,0182,Population and dwelling counts,Population in 2006,1,,...,,...,,...
10010182,Newfoundland and Labrador,0182,Population and dwelling counts,2006 to 2011 population change (%),,,...,,...,,...
10010182,Newfoundland and Labrador,0182,Population and dwelling counts,Total private dwellings,2,186,,,...,,...
10010182,Newfoundland and Labrador,0182,Population and dwelling counts,Private dwellings occupied by usual residents,3,165,,,...,,...
10010182,Newfoundland and Labrador,0182,Population and dwelling counts,Population density per square kilometre,,,...,,...,,...
10010182,Newfoundland and Labrador,0182,Population and dwelling counts,Land area (square km),,0.1,,,...,,...
10010182,Newfoundland and Labrador,0182,Age characteristics,Total population by age groups,4,400,,195,,205,
10010182,Newfoundland and Labrador,0182,Age characteristics,   0 to 4 years,,30,,15,,15,
10010182,Newfoundland and Labrador,0182,Age characteristics,   5 to 9 years,,15,,10,,5,
10010182,Newfoundland and Labrador,0182,Age characteristics,   10 to 14 years,,15,,10,,10,
10010182,Newfoundland and Labrador,0182,Age characteristics,   15 to 19 years,,20,,10,,10,
10010182,Newfoundland and Labrador,0182,Age characteristics,      15 years,,5,,0,,0,
10010182,Newfoundland and Labrador,0182,Age characteristics,      16 years,,5,,5,,0,
10010182,Newfoundland and Labrador,0182,Age characteristics,      17 years,,5,,5,,0,
10010182,Newfoundland and Labrador,0182,Age characteristics,      18 years,,0,,0,,0,
10010182,Newfoundland and Labrador,0182,Age characteristics,      19 years,,5,,5,,5,
10010182,Newfoundland and Labrador,0182,Age characteristics,   20 to 24 years,,25,,10,,15,
10010182,Newfoundland and Labrador,0182,Age characteristics,   25 to 29 years,,35,,20,,15,
10010182,Newfoundland and Labrador,0182,Age characteristics,   30 to 34 years,,25,,15,,15,
10010182,Newfoundland and Labrador,0182,Age characteristics,   35 to 39 years,,30,,15,,15,
10010182,Newfoundland and Labrador,0182,Age characteristics,   40 to 44 years,,30,,15,,10,
10010182,Newfoundland and Labrador,0182,Age characteristics,   45 to 49 years,,25,,10,,15,
10010182,Newfoundland and Labrador,0182,Age characteristics,   50 to 54 years,,35,,15,,20,
10010182,Newfoundland and Labrador,0182,Age characteristics,   55 to 59 years,,20,,10,,10,
10010182,Newfoundland and Labrador,0182,Age characteristics,   60 to 64 years,,35,,10,,25,
10010182,Newfoundland and Labrador,0182,Age characteristics,   65 to 69 years,,25,,10,,15,
10010182,Newfoundland and Labrador,0182,Age characteristics,   70 to 74 years,,20,,15,,10,
10010182,Newfoundland and Labrador,0182,Age characteristics,   75 to 79 years,,10,,5,,5,
10010182,Newfoundland and Labrador,0182,Age characteristics,   80 to 84 years,,0,,5,,0,
10010182,Newfoundland and Labrador,0182,Age characteristics,   85 years and over,,0,,0,,0,
10010182,Newfoundland and Labrador,0182,Age characteristics,Median age of the population,5,39.9,,37,,42.9,
10010182,Newfoundland and Labrador,0182,Age characteristics,% of the population aged 15 and over,,85,,83.5,,84.4,